Stock/None,,
Acura INTEGRA Type-R '01 (Stage 1),0A6C,10A1F880 00000A6C 
Acura INTEGRA Type-R '01 (Stage 2),0BF6,10A1F880 00000BF6 
Acura INTEGRA Type-R '01 (Stage 3),0D89,10A1F880 00000D89 
Acura RSX Type-S '04 (Stage 1),0A6D,10A1F880 00000A6D 
Acura RSX Type-S '04 (Stage 2),0BF7,10A1F880 00000BF7 
Acura RSX Type-S '04 (Stage 3),0D8A,10A1F880 00000D8A 
Alfa Romeo 147 2.0 Twinspark '02 (Stage 1),0A6E,10A1F880 00000A6E 
Alfa Romeo 147 2.0 Twinspark '02 (Stage 2),0BF8,10A1F880 00000BF8 
Alfa Romeo 147 2.0 Twinspark '02 (Stage 3),0D8B,10A1F880 00000D8B 
Alfa Romeo 155 2.5 V6 TI '93 (Stage 3),0D8C,10A1F880 00000D8C 
Alfa Romeo 155 2.5 V6 TI '93 (Stage 4),0F22,10A1F880 00000F22 
Alfa Romeo 156 2.5 V6 24V '98 (Stage 1),0A6F,10A1F880 00000A6F 
Alfa Romeo 156 2.5 V6 24V '98 (Stage 2),0BF9,10A1F880 00000BF9 
Alfa Romeo 156 2.5 V6 24V '98 (Stage 3),0D8D,10A1F880 00000D8D 
Alfa Romeo 166 2.5 V6 24V '98 (Stage 1),0A70,10A1F880 00000A70 
Alfa Romeo 166 2.5 V6 24V '98 (Stage 2),0BFA,10A1F880 00000BFA 
Alfa Romeo 166 2.5 V6 24V '98 (Stage 3),0D8E,10A1F880 00000D8E 
Alfa Romeo Giulia Sprint GTA 1600 '65 (Stage 1),0A71,10A1F880 00000A71 
Alfa Romeo Giulia Sprint GTA 1600 '65 (Stage 2),0BFB,10A1F880 00000BFB 
Alfa Romeo Giulia Sprint Speciale '63 (Stage 1),0A72,10A1F880 00000A72 
Alfa Romeo Giulia Sprint Speciale '63 (Stage 2),0BFC,10A1F880 00000BFC 
Alfa Romeo GT 3.2 V6 24V '04 (Stage 1),1132,10A1F880 00001132 
Alfa Romeo GT 3.2 V6 24V '04 (Stage 2),1138,10A1F880 00001138 
Alfa Romeo GT 3.2 V6 24V '04 (Stage 3),113E,10A1F880 0000113E 
Alfa Romeo Spider 1600 Duetto '66 (Stage 1),0A73,10A1F880 00000A73 
Alfa Romeo Spider 1600 Duetto '66 (Stage 2),0BFD,10A1F880 00000BFD 
Alpine A110 1600S '73 (Stage 1),0A74,10A1F880 00000A74 
Alpine A110 1600S '73 (Stage 2),0BFE,10A1F880 00000BFE 
Alpine A110 1600S '73 (Stage 3),0D8F,10A1F880 00000D8F 
Alpine A310 1600VE '73 (Stage 1),0A75,10A1F880 00000A75 
Alpine A310 1600VE '73 (Stage 2),0BFF,10A1F880 00000BFF 
Alpine A310 1600VE '73 (Stage 3),0D90,10A1F880 00000D90 
AMEMIYA ASPARADRINK RX7 (JGTC) '04 (Stage 3),0ECD,10A1F880 00000ECD 
AMEMIYA ASPARADRINK RX7 (JGTC) '04 (Stage 4),0FC1,10A1F880 00000FC1 
AMG Mercedes 190 E 2.5 - 16 Evolution II Touring Car '92 (Stage 3),0E35,10A1F880 00000E35 
AMG Mercedes 190 E 2.5 - 16 Evolution II Touring Car '92 (Stage 4),0F68,10A1F880 00000F68 
AMG Mercedes CLK-GTR Race Car '98 (Stage 3),0E37,10A1F880 00000E37 
AMG Mercedes CLK-GTR Race Car '98 (Stage 4),0F6A,10A1F880 00000F6A 
AMUSE CarbonR (R34) '04 (Stock),0A32,10A1F880 00000A32 
AMUSE CarbonR (R34) '04 (Stage 3),0D91,10A1F880 00000D91 
AMUSE CarbonR (R34) '04 (Stage 4),0F23,10A1F880 00000F23 
AMUSE S2000 GT1 '04 (Stock),0FE8,10A1F880 00000FE8 
AMUSE S2000 GT1 '04 (Stage 3),0D94,10A1F880 00000D94 
AMUSE S2000 GT1 '04 (Stage 4),0F24,10A1F880 00000F24 
AMUSE S2000 R1 '04 (Stage 1),0A77,10A1F880 00000A77 
AMUSE S2000 R1 '04 (Stage 2),0C01,10A1F880 00000C01 
AMUSE S2000 R1 '04 (Stage 3),0D93,10A1F880 00000D93 
AMUSE S2000 Street Version '04 (Stage 1),0A76,10A1F880 00000A76 
AMUSE S2000 Street Version '04 (Stage 2),0C00,10A1F880 00000C00 
AMUSE S2000 Street Version '04 (Stage 3),0D92,10A1F880 00000D92 
ASL ARTA Garaiya (JGTC) '03 (Stock),0947,10A1F880 00000947 
ASL ARTA Garaiya (JGTC) '03 (Stage 3),0D95,10A1F880 00000D95 
ASL ARTA Garaiya (JGTC) '03 (Stage 4),0F25,10A1F880 00000F25 
ASL Garaiya '02 (Stage 1),0A78,10A1F880 00000A78 
ASL Garaiya '02 (Stage 2),0C02,10A1F880 00000C02 
ASL Garaiya '02 (Stage 3),0D96,10A1F880 00000D96 
